Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),TZCUB5:Zone Mean Air Temperature [C](TimeStep),TZCUB6:Zone Mean Air Temperature [C](TimeStep),TZCUB7:Zone Mean Air Temperature [C](TimeStep),TZLABORATORIOS:Zone Mean Air Temperature [C](TimeStep),TZTECHOCUB5:Zone Mean Air Temperature [C](TimeStep),TZTECHOCUB6:Zone Mean Air Temperature [C](TimeStep),TZTECHOCUB7:Zone Mean Air Temperature [C](TimeStep) 
 05/04  02:10:00,24.3,26.339985178400427,26.202713805894743,26.235099008774854,27.033181979103714,26.253236949969037,26.447874948806889,26.16944860158267 
 05/04  02:20:00,23.9,26.286789596655447,26.16107606497352,26.14535316526384,26.951963399541385,26.190977578642479,26.39705804056618,26.26087342541596 
 05/04  02:30:00,23.6,26.253514498496135,26.132928274979898,26.10642140675337,26.89890374998943,26.136186697185388,26.3539060250394,25.974320421439 
 05/04  02:40:00,23.4,26.197419864121696,26.086564804059589,26.038030382643023,26.815312696460006,26.074137675056926,26.303123965709145,26.007362599065976 
 05/04  02:50:00,23.3,26.13205156921441,26.034051003047858,25.954217247483315,26.71772094063398,26.00784404171666,26.249004057725654,26.149739579018936 
 05/04  03:00:00,22.8,26.09365198691731,26.000988988559418,25.89482414688727,26.663317241551949,25.94744327082455,26.199173863867779,25.762713761292788 
 05/04  03:10:00,22.4,26.022827702975886,25.939750897000935,25.77449716635833,26.578990901696849,25.878282170271289,26.139550239262634,25.64113679031402 
 05/04  03:20:00,22.1,25.93407342871853,25.864542009789174,25.63549836336859,26.478378614346313,25.803848794158424,26.07621941773418,25.39941271214049 
 05/04  03:30:00,21.8,25.850665184088855,25.795253738421978,25.543392711474377,26.386505079411845,25.73380170683141,26.017609617687915,25.235838817078027 
 05/04  03:40:00,21.6,25.78259302896142,25.739811191968088,25.48711542783979,26.3035123986361,25.663917497535836,25.96086625634524,24.98243860759842 
 05/04  03:50:00,21.7,25.73519713343816,25.703311664657126,25.446219727850015,26.22033388536069,25.594721046501026,25.904064156025546,25.228172227871189 
 05/04  04:00:00,21.9,25.709859085990165,25.687710042841315,25.45019620604348,26.132782410518958,25.527911745643853,25.84929797537686,24.956277535496068 
 05/04  04:10:00,21.4,25.677480731019647,25.660198923176929,25.37195435600477,26.071862129615039,25.45306315467368,25.782821173817895,25.296298158860276 
 05/04  04:20:00,21.3,25.63723071582422,25.628354769174654,25.332717346526118,25.98781037425978,25.38197670280668,25.721310978508446,24.748976840199228 
